time,t1,t_value,ret,bin
2021-07-30 08:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 09:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 10:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 11:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 12:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 13:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 14:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 15:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 16:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 17:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 18:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 19:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 20:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 21:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 22:00:00+00:00,0,0.0,0.0,0.0
2021-07-30 23:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 00:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 01:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 02:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 03:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 04:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 05:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 06:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 07:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 08:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 09:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 10:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 11:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 12:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 13:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 14:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 15:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 16:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 17:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 18:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 19:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 20:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 21:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 22:00:00+00:00,0,0.0,0.0,0.0
2021-07-31 23:00:00+00:00,0,0.0,0.0,0.0
2021-08-01 00:00:00+00:00,0,0.0,0.0,0.0
2021-08-01 01:00:00+00:00,0,0.0,0.0,0.0
2021-08-01 02:00:00+00:00,0,0.0,0.0,0.0
2021-08-01 03:00:00+00:00,0,0.0,0.0,0.0
2021-08-01 04:00:00+00:00,0,0.0,0.0,0.0
2021-08-01 05:00:00+00:00,0,0.0,0.0,0.0
2021-08-01 06:00:00+00:00,0,0.0,0.0,0.0
